N1309,Gebietsname,Wahlberechtigte,Abgegebene,Ungültige,Gültige,SPÖ,ÖVP,FPÖ,BZÖ,GRÜNE,FRANK,NEOS,KPÖ,PIRAT,CPÖ,WANDL,M,EUAUS,SLP,
G70331,Mutters,1611,1067,9,1058,139,394,171,53,193,38,53,6,11,,,,,,
G70332,Natters,1475,978,6,972,130,331,143,42,174,55,88,7,2,,,,,,
G70333,Navis,1589,1046,14,1032,166,448,230,32,66,44,40,3,3,,,,,,
G70334,Neustift im Stubaital,3399,2123,21,2102,237,865,518,73,213,108,67,10,11,,,,,,
G70335,Oberhofen im Inntal,1293,821,13,808,178,255,151,22,120,44,27,10,1,,,,,,
G70336,Obernberg am Brenner,284,209,1,208,26,112,29,12,10,4,12,3,0,,,,,,
G70337,Oberperfuss,2316,1488,16,1472,267,522,227,43,256,61,76,13,7,,,,,,
G70338,Patsch,783,528,7,521,90,184,72,12,95,34,25,2,7,,,,,,
G70339,Pettnau,761,474,8,466,73,177,79,22,67,27,13,6,2,,,,,,
G70340,Pfaffenhofen,797,463,5,458,117,117,72,10,85,27,22,6,2,,,,,,
G70341,Pfons,1036,705,10,695,126,262,135,24,77,31,35,4,1,,,,,,
G70342,Polling in Tirol,718,421,4,417,108,87,132,16,40,18,10,4,2,,,,,,
G70343,Ranggen,775,534,8,526,89,189,108,14,72,22,23,4,5,,,,,,
G70344,Reith bei Seefeld,854,495,13,482,50,165,107,20,83,30,25,1,1,,,,,,
G70345,Rinn,1319,926,16,910,130,289,169,46,144,53,69,7,3,,,,,,
G70346,Rum,6752,4228,49,4179,1155,741,941,97,683,232,284,24,22,,,,,,
G70347,St. Sigmund im Sellrain,134,84,1,83,9,44,16,4,3,4,1,1,1,,,,,,
G70348,Scharnitz,879,482,2,480,106,177,113,13,29,26,14,1,1,,,,,,
G70349,Schmirn,687,516,3,513,86,281,84,11,30,14,6,1,0,,,,,,
G70350,Schönberg im Stubaital,700,462,6,456,78,157,65,26,76,29,21,3,1,,,,,,
G70351,Seefeld in Tirol,2027,1165,11,1154,139,481,202,33,131,76,72,7,13,,,,,,
G70352,Sellrain,1130,658,12,646,147,279,108,9,49,29,13,3,9,,,,,,
G70353,Sistrans,1623,1115,12,1103,118,342,167,33,274,50,101,11,7,,,,,,
G70354,Hall in Tirol,9269,5320,74,5246,1132,1198,1008,139,1008,287,367,59,48,,,,,,
G70355,Steinach am Brenner,2625,1705,17,1688,349,528,361,55,196,100,93,1,5,,,,,,
G70356,Telfes im Stubai,1186,783,21,762,119,309,123,26,92,33,39,15,6,,,,,,
G70357,Telfs,10519,5699,55,5644,1233,1116,1269,164,1179,340,258,31,54,,,,,,
G70358,Thaur,2921,1964,13,1951,380,693,328,42,319,76,92,7,14,,,,,,
G70359,Trins,1004,678,8,670,108,249,138,29,73,37,28,4,4,,,,,,
G70360,Tulfes,1122,716,15,701,72,264,166,31,89,47,22,1,9,,,,,,
G70361,Unterperfuss,180,80,0,80,11,38,15,4,7,3,0,0,2,,,,,,
G70362,Vals,431,312,4,308,42,160,58,9,18,10,6,3,2,,,,,,
G70364,Völs,5143,3142,36,3106,636,814,628,114,530,159,165,33,27,,,,,,
G70365,Volders,3454,2157,27,2130,321,615,573,51,293,128,122,17,10,,,,,,
G70366,Wattenberg,569,442,7,435,22,203,118,14,40,21,13,2,2,,,,,,
G70367,Wattens,6052,3619,42,3577,715,862,896,96,537,264,163,22,22,,,,,,
G70368,Wildermieming,666,494,6,488,68,159,94,16,82,29,33,2,5,,,,,,
G70369,Zirl,5867,3429,51,3378,706,722,634,109,743,190,219,31,24,,,,,,
G70399,Wahlkarten - Innsbruck-Land,0,9258,98,9160,1510,2749,1167,221,2381,392,605,70,65,,,,,,
G70400,Kitzbühel,46030,30894,379,30515,5446,10947,5811,971,3756,2113,1166,134,171,,,,,,
G70401,Aurach bei Kitzbühel,851,522,5,517,73,232,86,18,39,48,17,3,1,,,,,,
G70402,Brixen im Thale,2017,1227,14,1213,282,485,184,34,117,74,27,6,4,,,,,,
G70403,Fieberbrunn,3364,2144,25,2119,510,713,347,61,257,141,68,4,18,,,,,,
G70404,Going am Wilden Kaiser,1314,764,5,759,100,286,175,33,70,60,23,6,6,,,,,,
G70405,Hochfilzen,898,605,11,594,195,172,119,19,41,35,13,0,0,,,,,,
G70406,Hopfgarten im Brixental,4258,2659,32,2627,424,1098,455,79,307,147,86,15,16,,,,,,
G70407,Itter,885,618,9,609,116,223,106,28,53,46,34,2,1,,,,,,
G70408,Jochberg,1194,759,8,751,161,251,178,19,68,52,18,2,2,,,,,,
G70409,Kirchberg in Tirol,3661,2090,21,2069,464,747,388,75,194,149,37,6,9,,,,,,
G70410,Kirchdorf in Tirol,2808,1684,18,1666,253,546,407,66,182,151,52,7,2,,,,,,
G70411,Kitzbühel,6046,3294,35,3259,584,995,672,123,393,260,196,14,22,,,,,,
G70412,Kössen,2983,1663,18,1645,182,690,357,39,171,138,50,8,10,,,,,,
G70413,Oberndorf in Tirol,1552,972,12,960,232,324,171,24,99,72,33,1,4,,,,,,
G70414,Reith bei Kitzbühel,1174,757,10,747,81,313,130,39,94,54,27,5,4,,,,,,
G70415,St. Jakob in Haus,557,372,12,360,68,124,68,10,44,29,12,0,5,,,,,,
G70416,St. Johann in Tirol,6496,3821,62,3759,644,1044,930,116,568,242,168,22,25,,,,,,
G70417,St. Ulrich am Pillersee,1154,730,2,728,103,307,137,27,89,37,22,1,5,,,,,,
G70418,Schwendt,571,349,2,347,49,167,53,8,39,16,9,3,3,,,,,,
G70419,Waidring,1487,978,16,962,153,339,208,46,99,78,25,11,3,,,,,,
G70420,Westendorf,2760,1684,27,1657,287,716,276,39,177,99,53,1,9,,,,,,
G70499,Wahlkarten - Kitzbühel,0,3202,35,3167,485,1175,364,68,655,185,196,17,22,,,,,,
G70500,Kufstein,74978,50872,629,50243,9142,15829,11197,1517,6590,3249,2115,259,345,,,,,,
G70501,Alpbach,1907,1296,10,1286,65,645,257,73,95,91,51,6,3,,,,,,
G70502,Angath,719,492,9,483,89,139,114,19,65,41,11,4,1,,,,,,
G70503,Bad Häring,2000,1264,11,1253,414,316,196,39,185,44,45,7,7,,,,,,
G70504,Brandenberg,1218,826,10,816,184,352,145,29,53,33,15,3,2,,,,,,
G70505,Breitenbach am Inn,2581,1781,30,1751,251,716,381,45,158,108,74,5,13,,,,,,
G70506,Brixlegg,2182,1352,14,1338,243,420,294,38,171,83,65,11,13,,,,,,
G70508,Ebbs,3953,2451,35,2416,325,768,654,67,285,178,109,9,21,,,,,,
G70509,Ellmau,1860,1148,14,1134,118,461,260,48,119,87,30,4,7,,,,,,
G70510,Erl,1016,694,14,680,71,347,113,15,58,37,37,1,1,,,,,,
G70511,Kirchbichl,4178,2698,32,2666,782,602,606,63,312,179,104,6,12,,,,,,
G70512,Kramsach,3643,2316,27,2289,441,639,436,79,408,133,115,20,18,,,,,,
G70513,Kufstein,11985,6912,105,6807,1336,1530,1700,170,1158,463,350,46,54,,,,,,
G70514,Kundl,3049,1887,17,1870,471,507,414,59,222,104,71,7,15,,,,,,
G70515,Langkampfen,2927,1906,19,1887,470,402,482,102,174,158,78,14,7,,,,,,
G70516,Mariastein,242,165,3,162,13,60,34,1,33,12,5,2,2,,,,,,
G70517,Münster,2499,1584,9,1575,351,411,391,57,183,110,55,8,9,,,,,,
G70518,Niederndorf,1955,1237,25,1212,117,485,275,38,139,82,62,5,9,,,,,,
G70519,Niederndorferberg,474,259,6,253,10,145,57,3,25,9,4,0,0,,,,,,
G70520,Radfeld,1594,1002,18,984,183,230,296,37,100,74,40,6,18,,,,,,
G70521,Rattenberg,291,176,0,176,30,45,41,6,31,8,13,1,1,,,,,,
G70522,Reith im Alpbachtal,2033,1287,7,1280,168,554,275,40,118,69,45,7,4,,,,,,
G70523,Rettenschöss,338,235,6,229,5,152,37,9,13,12,1,0,0,,,,,,
G70524,Scheffau am Wilden Kaiser,1004,598,11,587,50,267,95,28,65,45,28,3,6,,,,,,
G70525,Schwoich,1793,1226,18,1208,215,468,270,17,128,60,37,8,5,,,,,,
G70526,Söll,2616,1736,23,1713,246,707,340,56,179,115,58,4,8,,,,,,
G70527,Thiersee,2089,1422,23,1399,202,639,275,38,129,59,45,2,10,,,,,,
G70528,Angerberg,1411,919,12,907,120,302,186,29,126,80,52,6,6,,,,,,
G70529,Walchsee,1274,833,9,824,66,323,232,27,66,65,33,6,6,,,,,,
G70530,Wildschönau,3139,2006,24,1982,171,990,356,61,163,141,78,7,15,,,,,,
G70531,Wörgl,9008,4986,54,4932,1217,881,1387,123,759,315,184,34,32,,,,,,
G70599,Wahlkarten - Kufstein,0,4178,34,4144,718,1326,598,101,870,254,220,17,40,,,,,,
G70600,Landeck,33652,22514,291,22223,4291,9715,3668,492,2214,968,646,95,134,,,,,,
G70601,Faggen,265,166,1,165,23,89,30,1,11,8,2,0,1,,,,,,
G70602,Fendels,192,125,3,122,7,86,13,0,6,6,2,2,0,,,,,,
G70603,Fiss,680,394,4,390,19,293,34,4,17,15,5,0,3,,,,,,
G70604,Fließ,2309,1545,14,1531,436,612,272,13,114,47,22,6,9,,,,,,
G70605,Flirsch,748,480,5,475,131,166,74,14,43,29,8,3,7,,,,,,
G70606,Galtür,602,409,5,404,19,270,58,8,20,16,11,1,1,,,,,,
G70607,Grins,1086,744,11,733,148,310,130,21,62,28,28,2,4,,,,,,
G70608,Ischgl,1195,734,7,727,56,432,162,26,16,25,7,2,1,,,,,,
G70609,Kappl,2078,1454,7,1447,126,862,302,35,48,50,19,2,3,,,,,,
G70610,Kaunerberg,317,193,4,189,22,124,16,7,13,6,1,0,0,,,,,,
G70611,Kaunertal,462,309,8,301,29,194,23,5,31,7,9,0,3,,,,,,
G70612,Kauns,387,202,3,199,18,121,20,3,24,7,0,0,6,,,,,,
G70613,Ladis,415,220,3,217,25,114,30,6,20,13,7,0,2,,,,,,
G70614,Landeck,5797,3595,60,3535,929,1021,716,55,477,155,135,28,19,,,,,,
G70615,Nauders,1138,649,9,640,106,320,109,14,34,26,25,2,4,,,,,,
G70616,Pettneu am Arlberg,1122,668,8,660,139,245,118,13,76,30,31,3,5,,,,,,
G70617,Pfunds,1950,1074,12,1062,220,473,179,16,67,78,19,7,3,,,,,,
G70618,Pians,624,413,3,410,89,162,80,5,43,18,10,1,2,,,,,,
G70619,Prutz,1268,713,5,708,152,234,121,17,104,46,25,3,6,,,,,,
G70620,Ried im Oberinntal,955,526,5,521,82,222,70,11,79,35,9,4,9,,,,,,
G70621,St. Anton am Arlberg,1818,984,9,975,96,460,129,38,138,56,54,0,4,,,,,,
G70622,Schönwies,1340,886,9,877,300,265,126,29,78,48,20,8,3,,,,,,
G70623,See,906,527,4,523,57,317,99,13,18,9,6,3,1,,,,,,
G70624,Serfaus,859,492,13,479,43,294,44,9,42,24,15,2,6,,,,,,
G70625,Spiss,102,57,3,54,3,35,9,0,3,3,1,0,0,,,,,,
G70626,Stanz bei Landeck,477,323,9,314,83,120,41,6,30,15,17,2,0,,,,,,
G70627,Strengen,964,660,11,649,161,241,126,21,55,22,19,0,4,,,,,,
G70628,Tobadill,409,251,7,244,45,120,40,8,18,5,7,0,1,,,,,,
G70629,Tösens,545,290,5,285,50,128,59,10,15,15,7,0,1,,,,,,
G70630,Zams,2642,1707,29,1678,366,629,243,42,252,72,55,6,13,,,,,,
G70699,Wahlkarten - Landeck,0,1724,15,1709,311,756,195,42,260,54,70,8,13,,,,,,
G70700,Lienz,40121,26393,572,25821,4171,10332,4830,1026,2709,1409,1043,140,161,,,,,,
G70701,Abfaltersbach,487,322,8,314,21,187,50,14,16,13,11,0,2,,,,,,
G70702,Ainet,756,523,6,517,72,193,126,18,47,31,21,3,6,,,,,,
G70703,Amlach,311,192,2,190,36,72,39,7,18,14,4,0,0,,,,,,
G70704,Anras,1049,631,5,626,80,303,110,37,41,33,18,2,2,,,,,,
G70705,Assling,1527,991,27,964,107,501,134,42,95,56,23,3,3,,,,,,
G70706,Außervillgraten,645,447,2,445,42,284,57,8,15,22,14,2,1,,,,,,
G70707,Dölsach,1813,1130,30,1100,232,354,226,51,112,78,40,3,4,,,,,,
G70708,Gaimberg,700,447,17,430,55,168,66,32,47,28,29,3,2,,,,,,
G70709,Hopfgarten in Defereggen,636,362,9,353,22,221,63,8,12,16,9,0,2,,,,,,
G70710,Innervillgraten,726,456,9,447,20,316,48,32,14,13,4,0,0,,,,,,
G70711,Iselsberg-Stronach,492,266,9,257,46,89,44,4,20,34,14,3,3,,,,,,
G70712,Kals am Großglockner,999,597,19,578,44,301,126,20,37,26,15,4,5,,,,,,
G70713,Kartitsch,690,450,13,437,31,283,47,14,22,28,5,2,5,,,,,,
G70714,Lavant,234,158,2,156,19,74,36,2,14,4,6,1,0,,,,,,
G70715,Leisach,659,388,7,381,93,129,50,15,50,24,15,1,4,,,,,,
G70716,Lienz,9767,5469,110,5359,1412,1369,921,228,737,333,291,36,32,,,,,,
G70717,Matrei in Osttirol,3832,2170,60,2110,240,790,600,74,197,118,71,10,10,,,,,,
G70718,Nikolsdorf,704,425,9,416,52,205,75,11,33,14,20,3,3,,,,,,
G70719,Nußdorf-Debant,2656,1689,36,1653,395,440,329,76,206,108,72,13,14,,,,,,
G70720,Oberlienz,1195,742,16,726,79,317,139,36,65,43,35,4,8,,,,,,
G70721,Obertilliach,569,349,5,344,12,247,33,19,13,15,2,0,3,,,,,,
G70723,Prägraten am Großvenediger,998,590,11,579,26,341,140,12,26,20,11,1,2,,,,,,
G70724,St. Jakob in Defereggen,751,461,13,448,38,199,145,17,21,13,10,1,4,,,,,,
G70725,St. Johann im Walde,217,146,6,140,20,86,23,2,3,4,1,0,1,,,,,,
G70726,St. Veit in Defereggen,572,327,4,323,27,173,62,9,17,21,11,3,0,,,,,,
G70727,Schlaiten,412,242,7,235,21,118,53,9,11,13,8,0,2,,,,,,
G70728,Sillian,1673,999,21,978,127,479,206,36,71,32,17,4,6,,,,,,
G70729,Strassen,663,423,11,412,31,223,60,20,35,18,24,0,1,,,,,,
G70731,Thurn,514,324,5,319,37,152,47,10,45,15,10,1,2,,,,,,
G70732,Tristach,1107,728,18,710,134,261,98,37,83,55,29,5,8,,,,,,
G70733,Untertilliach,199,95,1,94,4,53,11,3,7,7,3,5,1,,,,,,
G70734,Virgen,1752,989,24,965,138,362,273,38,63,53,33,3,2,,,,,,
G70735,Heinfels,816,508,14,494,62,243,90,16,39,18,13,9,4,,,,,,
G70799,Wahlkarten - Lienz,0,2357,36,2321,396,799,303,69,477,89,154,15,19,,,,,,
G70800,Reutte,22834,14716,216,14500,2513,5887,2496,431,1754,780,486,55,98,,,,,,
G70801,Bach,514,304,6,298,33,149,63,14,23,8,7,1,0,,,,,,
G70802,Berwang,429,283,7,276,41,122,36,20,29,17,9,1,1,,,,,,
G70803,Biberwier,448,281,2,279,44,121,50,10,22,20,10,0,2,,,,,,
G70804,Bichlbach,548,360,4,356,45,169,62,4,32,21,20,1,2,,,,,,
G70805,Breitenwang,1123,652,13,639,159,170,90,17,134,25,33,3,8,,,,,,
G70806,Ehenbichl,622,356,4,352,60,139,59,11,49,18,12,3,1,,,,,,
G70807,Ehrwald,1798,1027,12,1015,176,390,214,29,96,65,34,3,8,,,,,,
G70808,Elbigenalp,651,419,5,414,39,198,81,20,40,20,14,1,1,,,,,,
G70809,Elmen,300,175,3,172,13,85,26,4,27,10,5,1,1,,,,,,
G70810,Forchach,203,146,3,143,23,48,43,6,18,3,2,0,0,,,,,,
G70811,Grän,374,239,3,236,19,150,29,7,22,8,1,0,0,,,,,,
G70812,Gramais,40,27,0,27,1,23,1,0,2,0,0,0,0,,,,,,
G70813,Häselgehr,514,280,3,277,31,109,69,8,23,26,8,1,2,,,,,,
G70814,Heiterwang,413,245,5,240,30,96,51,10,27,15,10,0,1,,,,,,
G70815,Hinterhornbach,74,48,1,47,4,37,5,0,0,0,1,0,0,,,,,,
G70816,Höfen,967,610,8,602,124,226,124,10,71,32,11,0,4,,,,,,
G70817,Holzgau,315,212,1,211,27,118,23,13,17,11,2,0,0,,,,,,
G70818,Jungholz,107,52,0,52,1,45,4,0,1,1,0,0,0,,,,,,
G70819,Kaisers,58,45,2,43,3,20,6,1,2,6,4,0,1,,,,,,
G70820,Lechaschau,1479,785,9,776,170,265,137,25,95,44,34,4,2,,,,,,
G70821,Lermoos,772,397,3,394,39,174,68,19,44,28,13,6,3,,,,,,
G70822,Musau,293,165,3,162,38,70,20,2,13,16,3,0,0,,,,,,
G70823,Namlos,71,47,1,46,6,30,1,6,2,1,0,0,0,,,,,,
G70824,Nesselwängle,331,205,4,201,17,95,37,5,20,12,10,4,1,,,,,,
G70825,Pfafflar,93,53,2,51,6,37,2,0,4,2,0,0,0,,,,,,
G70826,Pflach,899,528,5,523,105,168,113,11,67,38,19,1,1,,,,,,
G70827,Pinswang,303,176,6,170,27,70,15,6,24,20,2,2,4,,,,,,
G70828,Reutte,4121,2111,27,2084,527,579,392,42,331,98,83,10,22,,,,,,
G70829,Schattwald,295,173,1,172,9,106,17,4,28,5,3,0,0,,,,,,
G70830,Stanzach,335,203,7,196,34,82,35,6,19,17,3,0,0,,,,,,
G70831,Steeg,513,318,9,309,18,189,45,19,21,12,5,0,0,,,,,,
G70832,Tannheim,725,389,9,380,41,212,38,19,32,22,14,0,2,,,,,,
G70833,Vils,1080,691,11,680,133,317,114,18,41,35,14,3,5,,,,,,
G70834,Vorderhornbach,221,133,5,128,10,67,21,4,12,11,3,0,0,,,,,,
G70835,Wängle,654,387,6,381,60,183,69,13,29,18,8,0,1,,,,,,
G70836,Weißenbach am Lech,975,492,3,489,136,130,126,15,30,26,19,3,4,,,,,,
G70837,Zöblen,176,113,4,109,2,75,13,3,12,3,1,0,0,,,,,,
G70899,Wahlkarten - Reutte,0,1589,19,1570,262,623,197,30,295,66,69,7,21,,,,,,
G70900,Schwaz,59549,38960,464,38496,7111,13460,8050,1191,4396,2546,1351,168,223,,,,,,
G70901,Achenkirch,1574,868,10,858,118,334,198,25,51,94,30,5,3,,,,,,
G70902,Aschau im Zillertal,1311,764,14,750,106,362,127,33,59,45,12,1,5,,,,,,
G70903,Brandberg,272,145,4,141,17,81,23,3,9,6,2,0,0,,,,,,
G70904,Bruck am Ziller,797,528,7,521,81,219,112,18,38,36,17,0,0,,,,,,
G70905,Buch in Tirol,1986,1245,10,1235,246,319,350,31,159,73,41,8,8,,,,,,
G70907,Eben am Achensee,2021,1105,12,1093,176,385,249,48,135,58,39,0,3,,,,,,
G70908,Finkenberg,1134,693,13,680,116,290,119,20,63,53,15,1,3,,,,,,
G70909,Fügen,2713,1451,17,1434,253,427,416,48,129,119,33,2,7,,,,,,
G70910,Fügenberg,1012,592,7,585,60,314,100,19,39,36,13,2,2,,,,,,
G70911,Gallzein,460,311,7,304,39,116,78,5,29,27,8,1,1,,,,,,
G70912,Gerlos,583,433,6,427,54,234,66,14,23,28,6,0,2,,,,,,
G70913,Gerlosberg,368,203,0,203,16,106,49,9,6,15,1,1,0,,,,,,
G70914,Hainzenberg,523,303,4,299,45,127,73,7,16,28,3,0,0,,,,,,
G70915,Hart im Zillertal,1165,659,6,653,78,268,153,32,54,49,15,2,2,,,,,,
G70916,Hippach,1085,580,8,572,64,307,102,14,32,36,13,1,3,,,,,,
G70917,Jenbach,4940,2822,34,2788,749,509,766,83,332,216,101,14,18,,,,,,
G70918,Kaltenbach,871,534,5,529,138,202,90,23,35,28,11,1,1,,,,,,
G70920,Mayrhofen,2550,1381,17,1364,185,534,260,59,187,83,38,3,15,,,,,,
G70921,Pill,901,560,8,552,74,228,124,8,67,20,28,2,1,,,,,,
G70922,Ramsau im Zillertal,1191,680,4,676,123,267,144,20,58,47,16,0,1,,,,,,
G70923,Ried im Zillertal,900,524,13,511,87,234,67,15,58,28,13,5,4,,,,,,
G70924,Rohrberg,396,269,2,267,47,136,49,8,17,7,3,0,0,,,,,,
G70925,Schlitters,1037,618,6,612,76,252,121,23,68,44,23,1,4,,,,,,
G70926,Schwaz,9793,5733,75,5658,1301,1375,1228,110,883,369,294,45,53,,,,,,
G70927,Schwendau,1197,669,10,659,78,302,133,24,51,49,17,2,3,,,,,,
G70928,Stans,1524,1033,17,1016,202,289,225,35,135,76,44,6,4,,,,,,
G70929,Steinberg am Rofan,222,139,6,133,18,85,14,2,5,4,5,0,0,,,,,,
G70930,Strass im Zillertal,621,432,6,426,57,197,72,15,43,23,16,0,3,,,,,,
G70931,Stumm,1414,796,8,788,159,312,134,20,71,66,20,2,4,,,,,,
G70932,Stummerberg,646,358,4,354,30,207,77,15,11,12,2,0,0,,,,,,
G70933,Terfens,1625,1092,15,1077,176,337,196,39,162,121,35,4,7,,,,,,
G70934,Tux,1432,922,9,913,128,464,137,40,54,60,24,5,1,,,,,,
G70935,Uderns,1252,738,3,735,215,229,158,21,50,36,21,3,2,,,,,,
G70936,Vomp,3557,2242,14,2228,501,675,450,86,283,129,86,9,9,,,,,,
G70937,Weer,1154,739,7,732,109,236,170,27,96,57,25,7,5,,,,,,
G70938,Weerberg,1870,1172,16,1156,113,557,256,35,97,47,43,1,7,,,,,,
G70939,Wiesing,1572,984,14,970,227,261,239,26,93,64,50,9,1,,,,,,
G70940,Zell am Ziller,1369,710,2,708,147,263,160,19,55,40,16,2,6,,,,,,
G70941,Zellberg,511,318,4,314,60,146,54,14,21,12,6,0,1,,,,,,
G70999,Wahlkarten - Schwaz,0,3615,40,3575,642,1274,511,98,622,205,166,23,34,,,,,,
G80000,Vorarlberg,268723,177204,1988,175216,23021,46154,35407,4193,29807,9367,22888,869,1416,1094,,490,510,,
G8A000,Vorarlberg Nord,149960,98052,1042,97010,12095,26935,19873,2178,16265,5161,12211,459,748,574,,278,233,,
G8A099,Wahlkarten - Vorarlberg Nord,0,381,2,379,27,65,20,6,155,9,74,11,6,4,,2,0,,
G8B000,Vorarlberg Süd,118763,79147,941,78206,10926,19219,15534,2015,13542,4206,10677,410,668,520,,212,277,,
G8B099,Wahlkarten - Vorarlberg Süd,0,285,5,280,14,42,17,3,116,11,67,1,6,1,,0,2,,
G80099,Wahlkarten - Vorarlberg,0,5,5,0,0,0,0,0,0,0,0,0,0,0,,0,0,,
G80100,Bludenz,45443,30972,376,30596,4988,7820,6424,853,3931,1441,4341,145,254,240,,67,92,,
G80101,Bartholomäberg,1752,1085,11,1074,150,294,302,30,104,48,108,3,13,16,,4,2,,
G80102,Blons,224,162,2,160,7,97,24,4,8,3,17,0,0,0,,0,0,,
G80103,Bludenz,9668,5324,64,5260,1256,995,1083,135,713,204,731,43,47,33,,5,15,,
G80104,Bludesch,1504,923,11,912,179,165,231,36,123,42,101,8,15,9,,1,2,,
G80105,Brand,475,312,2,310,10,127,75,8,26,11,51,0,0,1,,0,1,,
G80106,Bürs,2271,1363,18,1345,345,274,278,41,178,39,162,10,8,3,,4,3,,
G80107,Bürserberg,406,229,1,228,29,69,44,6,26,20,29,0,3,1,,0,1,,
G80108,Dalaas,1172,792,8,784,115,115,137,18,52,26,313,2,1,2,,1,2,,
G80109,Fontanella,327,229,1,228,3,168,21,5,7,9,12,0,0,3,,0,0,,
G80110,Gaschurn,1199,708,5,703,88,216,173,22,64,63,63,7,2,5,,0,0,,
G80111,Innerbraz,746,493,7,486,105,97,85,3,59,16,113,2,4,0,,1,1,,
G80112,Klösterle,536,359,1,358,48,91,68,8,12,14,116,1,0,0,,0,0,,
G80113,Lech,1129,538,6,532,36,280,38,15,41,18,98,1,3,1,,0,1,,
G80114,Lorüns,211,137,3,134,15,50,26,3,9,5,22,1,1,1,,1,0,,
G80115,Ludesch,2364,1320,15,1305,160,273,299,40,224,61,210,4,11,12,,5,6,,
G80116,Nenzing,4490,2672,40,2632,302,517,779,66,320,176,405,10,28,17,,5,7,,
G80117,Nüziders,3691,2352,29,2323,514,507,398,56,341,71,377,6,22,17,,9,5,,
G80118,Raggal,621,427,3,424,22,213,52,11,49,29,37,1,2,7,,1,0,,
G80119,St. Anton im Montafon,550,353,9,344,52,94,74,12,47,13,42,3,1,0,,4,2,,
G80120,St. Gallenkirch,1736,958,21,937,205,243,264,24,54,59,64,3,6,9,,0,6,,
G80121,St. Gerold,271,195,0,195,11,88,25,10,26,5,26,0,0,4,,0,0,,
G80122,Schruns,2801,1527,18,1509,193,401,365,50,219,80,173,5,6,7,,6,4,,
G80123,Silbertal,676,446,6,440,74,140,130,19,19,14,37,0,1,1,,0,5,,
G80124,Sonntag,543,385,6,379,11,224,40,14,21,9,32,0,1,25,,1,1,,
G80125,Stallehr,195,127,5,122,17,39,32,4,7,3,18,0,1,0,,0,1,,
G80126,Thüringen,1602,1022,10,1012,115,263,189,37,161,54,152,4,10,20,,0,7,,
G80127,Thüringerberg,524,362,6,356,26,150,55,15,37,17,48,1,4,2,,0,1,,
G80128,Tschagguns,1743,1006,12,994,125,271,246,46,123,48,103,7,11,9,,5,0,,
G80129,Vandans,2016,1155,11,1144,181,218,323,35,134,83,142,5,12,5,,3,3,,
G80199,Wahlkarten - Bludenz,0,4011,45,3966,594,1141,568,80,727,201,539,18,41,30,,11,16,,
G80200,Bregenz,90785,60471,693,59778,7343,18414,11690,1318,9560,3163,6940,266,431,321,,186,146,,
G80201,Alberschwende,2384,1609,20,1589,92,588,349,42,221,70,186,2,15,16,,4,4,,
G80202,Andelsbuch,1745,1078,21,1057,56,514,136,17,177,40,106,1,3,0,,4,3,,
G80203,Au,1354,844,9,835,29,356,159,17,72,53,135,1,4,7,,1,1,,
G80204,Bezau,1373,823,10,813,35,398,129,18,96,22,98,2,3,7,,0,5,,
G80205,Bildstein,557,357,1,356,21,153,67,13,34,20,36,4,4,1,,2,1,,
G80206,Bizau,769,514,4,510,15,231,96,8,67,22,71,0,0,0,,0,0,,
G80207,Bregenz,19178,10258,113,10145,2174,2067,2094,202,1712,528,1101,65,89,47,,41,25,,
G80208,Buch,445,351,3,348,22,144,97,11,35,14,20,0,3,1,,0,1,,
G80209,Damüls,247,197,5,192,2,138,32,4,5,2,8,0,1,0,,0,0,,
G80210,Doren,783,512,3,509,21,251,93,21,58,22,38,0,2,1,,2,0,,
G80211,Egg,2627,1669,36,1633,73,716,255,33,236,97,194,1,9,13,,3,3,,
G80212,Eichenberg,270,199,2,197,5,124,11,1,27,10,17,0,2,0,,0,0,,
G80213,Fußach,2616,1512,13,1499,217,315,385,40,239,76,184,7,13,11,,7,5,,
G80214,Gaißau,1233,702,4,698,66,215,182,20,90,45,67,3,4,2,,1,3,,
G80215,Hard,9088,4962,41,4921,931,993,1015,130,825,297,642,23,30,14,,13,8,,
G80216,Hittisau,1368,860,11,849,49,385,161,22,103,31,86,0,7,2,,2,1,,
G80217,Höchst,5409,2883,32,2851,297,792,651,81,440,201,332,9,20,17,,5,6,,
G80218,Hörbranz,4616,2704,31,2673,373,695,612,60,363,190,314,14,23,5,,17,7,,
G80219,Hohenweiler,902,497,12,485,50,180,80,4,81,19,51,3,8,6,,1,2,,
G80220,Kennelbach,1366,782,8,774,136,202,174,15,101,44,80,10,2,8,,1,1,,
G80221,Krumbach,752,505,10,495,36,193,102,13,59,36,41,1,2,10,,1,1,,
G80222,Langen bei Bregenz,995,694,6,688,34,273,160,31,65,35,78,1,4,4,,1,2,,
G80223,Langenegg,799,533,6,527,24,244,71,19,55,32,68,4,1,5,,2,2,,
G80224,Lauterach,6828,3840,42,3798,542,870,913,86,582,241,486,18,25,14,,13,8,,
G80225,Lingenau,1042,695,14,681,26,325,75,16,107,34,73,1,7,11,,3,3,,
G80226,Lochau,4109,2268,21,2247,360,562,442,48,388,129,268,9,20,12,,5,4,,
G80227,Mellau,984,597,12,585,25,235,140,17,60,28,70,1,3,6,,0,0,,
